2410,1.207775,0,3600,1268659,1,64,571,887,3600,1.207775
2411,1.419102,0,1403,1269069,20,1280,572,888,28060,1.419102
2412,1.310859,0,1409,1269219,20,1280,573,889,28180,1.310859
2413,1.276677,0,1565,1269224,10,640,574,890,15650,1.276677
2414,1.942093,0,449,1269234,1,64,574,891,449,1.942093
2415,1.941964,0,448,1269235,1,64,574,891,448,1.941964
2416,2.540107,0,187,1269369,1,64,575,892,187,1.583333
2417,1.767606,0,284,1269439,1,64,576,893,284,1.673333
2418,1.000069,0,14540,1269656,20,1280,577,894,290800,1.000069
2420,1.013699,0,1387,1269698,10,640,577,895,13870,1.013699
2421,1.000950,0,11580,1269706,1,64,578,896,11580,1.000950
2422,1.000701,0,12841,1269708,1,64,578,896,12841,1.000701
2423,1.000864,0,9256,1269709,1,64,578,896,9256,1.000864
2424,1.000897,0,6687,1269711,1,64,578,896,6687,1.000897
2425,1.000855,0,4677,1269713,1,64,578,896,4677,1.000855
2426,1.000000,0,8314,1269717,1,64,578,896,8314,1.000000
2427,0.999788,0,14094,1269720,1,34,578,896,14094,0.999788
2428,0.999086,0,7633,1269724,1,34,578,896,7633,0.999086
2429,1.118189,0,6671,1269727,1,0,578,896,6671,1.118189
2430,1.079851,0,9867,1269730,1,0,578,896,9867,1.079851
2431,1.068396,0,11384,1269740,1,0,578,896,11384,1.068396
2432,1.069311,0,11204,1269742,1,0,578,896,11204,1.069311
2433,1.062066,0,12471,1269745,1,0,578,896,12471,1.062066
2434,1.088322,0,8722,1269747,1,0,578,896,8722,1.088322
2435,1.865900,0,6200,1269749,1,0,578,896,6200,1.865900
2436,2.262692,0,4230,1269751,1,0,578,896,4230,2.262692
2437,1.688954,0,7803,1269753,1,0,578,896,7803,1.688954
2438,1.380274,0,14181,1269756,1,0,578,896,14181,1.380274
2439,1.688279,0,7802,1269759,1,0,578,896,7802,1.688279
2440,1.782389,0,6852,1269762,1,0,578,896,6852,1.782389
2453,1.060647,0,89254,1269824,20,1280,579,897,1785080,1.060647
2454,1.117889,0,42837,1270187,20,1280,580,898,856740,1.117889
2455,12.713953,0,430,1270200,1,64,581,899,430,12.713953
2456,13.433168,0,404,1270214,4,256,582,900,1616,13.433168
2457,4.395095,0,1468,1270253,10,640,583,901,14680,4.395095
2458,12.055944,0,429,1270494,1,64,583,902,429,12.055944
2459,1.101383,0,46359,1270537,20,1280,584,903,927180,1.101383
2460,1.323236,0,14327,1270606,20,1280,585,904,286540,1.323236
2462,12.505263,0,380,1270865,4,256,586,905,1520,12.505263
2463,1.089836,0,46585,1271052,20,1280,587,906,931700,1.089836
2464,10.313199,0,447,1271074,1,64,588,907,447,10.313199
2465,3.649437,0,1509,1271239,10,640,588,908,15090,3.649437
2466,1.487426,0,8112,1271283,4,256,589,909,32448,1.487426
2467,1.233771,0,16606,1271355,20,1280,590,910,332120,1.233771
2468,3.324172,0,1419,1271939,10,640,590,911,14190,3.324172
2469,8.636804,0,413,1272083,1,64,590,912,413,8.636804
2470,1.194898,0,13838,1272540,20,1280,590,913,276760,1.194898
2471,2.831334,0,1417,1272642,10,640,590,914,14170,2.831334
2472,2.722408,0,1495,1272662,10,640,590,914,14950,2.722408
2473,2.829060,0,1404,1272669,20,1280,591,915,28080,2.829060
2474,7.370558,0,394,1272727,1,64,592,916,394,7.370558
2475,13.188172,0,186,1272970,1,64,593,917,186,8.176666
2476,1.158385,0,14067,1273009,20,1280,594,918,281340,1.158385
2477,2.515745,0,1429,1273071,10,640,594,919,14290,2.515745
2478,5.619171,0,386,1273454,1,64,594,920,386,5.619171
2479,5.250620,0,403,1273524,1,64,594,920,403,5.250620
2480,2.170714,0,1400,1273598,10,640,594,921,14000,2.170714
2481,1.117289,0,12806,1273735,20,1280,594,922,256120,1.117289
2482,4.227500,0,400,1273946,1,64,594,923,400,4.227500
2483,1.084358,0,14889,1273981,20,1280,594,924,297780,1.084358
2485,2.932715,0,431,1274404,1,64,594,925,431,2.932715
2486,1.042853,0,11621,1274739,20,1280,594,926,232420,1.042853
2487,1.156701,0,1455,1275009,10,640,594,927,14550,1.156701
2441,1.678685,0,10337,1269764,1,0,578,896,10337,1.678685
2409,1.689835,0,11849,1268605,1,0,570,886,11849,1.689835
2442,1.559346,0,12540,1269773,1,0,578,896,12540,1.559346
